# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "10" "-a" "/scratch_tmp/grp/msc_appbio/group10/ref_genome/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group10/outputs/featureCounts/all_samples_gene_counts.txt" "-t" "exon" "-g" "gene_id" "-p" "-B" "--countReadPairs" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam
YLR114C	NC_001144.5	374944	377238	-	2295	3130	3484	3162	2654
YLR115W	NC_001144.5	377985	380564	+	2580	2970	2917	2809	2491
YLR116W	NC_001144.5	380822	382252	+	1431	2236	2402	2498	1849
YLR117C	NC_001144.5	382471	384534	-	2064	3477	3560	3571	3472
YLR118C	NC_001144.5	384725	385408	-	684	1954	1866	1951	2383
YLR119W	NC_001144.5	385534	386175	+	642	1545	1438	1217	1144
YLR120C	NC_001144.5	386511	388220	-	1710	7094	12368	5748	5031
YLR121C	NC_001144.5	388744	390270	-	1527	8206	12983	5224	5959
YLR122C	NC_001144.5	390954	391331	-	378	615	615	594	643
YLR125W	NC_001144.5	393484	393894	+	411	327	386	317	321
YLR126C	NC_001144.5	394765	395520	-	756	1795	1919	1866	2010
YLR127C	NC_001144.5	395758	398319	-	2562	2012	2221	1957	1920
YLR128W	NC_001144.5;NC_001144.5	398530;398627	398532;399433	+;+	810	1358	1412	1224	1164
YLR129W	NC_001144.5	399657	402488	+	2832	2376	2613	2369	3211
YLR130C	NC_001144.5	402794	404062	-	1269	2297	2430	2611	2709
YLR131C	NC_001144.5	404510	406822	-	2313	1203	1270	1212	934
YLR132C	NC_001144.5	407283	408155	-	873	1144	945	1019	828
YLR133W	NC_001144.5	408445	410193	+	1749	2185	2299	1765	1380
YLR134W	NC_001144.5	410723	412414	+	1692	650	805	797	813
YLR135W	NC_001144.5	413281	415527	+	2247	1832	2067	1886	1956
YLR136C	NC_001144.5	415801	416658	-	858	1180	1214	1234	762
YLR137W	NC_001144.5	417006	418109	+	1104	606	715	663	832
YLR138W	NC_001144.5	418437	421394	+	2958	4934	5344	4145	3901
YLR139C	NC_001144.5	421542	423473	-	1932	821	943	865	811
YLR141W	NC_001144.5	423683	424774	+	1092	919	990	846	1081
YLR142W	NC_001144.5	425186	426616	+	1431	13930	17395	13099	11088
YNCL0008W	NC_001144.5	427132	427203	+	72	1	1	0	2
YLR143W	NC_001144.5	427329	429386	+	2058	1464	1376	1300	1392
YLR144C	NC_001144.5	429677	432016	-	2340	2168	2418	1896	2213
YLR145W	NC_001144.5	432168	432773	+	606	798	798	557	758
YLR146C	NC_001144.5	432823	433725	-	903	805	889	712	1281
YLR146W-A	NC_001144.5	433870	434058	+	189	1272	1192	1044	1746
YLR147C	NC_001144.5	434158	434463	-	306	1267	1192	1095	1194
YLR148W	NC_001144.5	434641	437397	+	2757	2133	2108	1840	2511
YLR149C	NC_001144.5	437631	439823	-	2193	13106	11838	14955	8625
YLR150W	NC_001144.5	440467	441288	+	822	19551	20096	21721	28647
YLR151C	NC_001144.5	441715	442737	-	1023	2560	2516	2632	2589
YLR152C	NC_001144.5	442958	444688	-	1731	3419	3283	3098	3258
YLR153C	NC_001144.5	445524	447575	-	2052	10510	11434	13681	21301
YLR154C	NC_001144.5	447982	448314	-	333	469	507	629	838
YNCL0009C	NC_001144.5	448650	448721	-	72	8	5	15	12
YNCL0010C	NC_001144.5	451575	458432	-	6858	5	4	7	5
YNCL0011C	NC_001144.5	451575	451785	-	211	0	0	0	0
YNCL0012C	NC_001144.5	451786	455181	-	3396	0	0	0	0
YLR154W-C	NC_001144.5	454696	455070	+	375	0	0	0	0
YNCL0013C	NC_001144.5	455182	455413	-	232	0	0	0	0
YNCL0014C	NC_001144.5	455414	455571	-	158	0	0	0	0
YNCL0015C	NC_001144.5	455572	455932	-	361	0	0	0	0
YNCL0016C	NC_001144.5	455933	457732	-	1800	0	0	0	0
YNCL0017C	NC_001144.5	457733	458432	-	700	0	0	0	0
YNCL0018W	NC_001144.5	459676	459796	+	121	295	246	236	212
YNCL0020C	NC_001144.5	460712	467569	-	6858	2	2	2	7
YNCL0019C	NC_001144.5	460712	460922	-	211	0	0	0	0
YNCL0021C	NC_001144.5	460923	464318	-	3396	0	0	0	0
YLR154C-G	NC_001144.5	462522	462671	-	150	0	0	0	0
YNCL0022C	NC_001144.5	464319	464550	-	232	0	0	0	0
YNCL0023C	NC_001144.5	464551	464708	-	158	0	0	0	0
YNCL0024C	NC_001144.5	464709	465069	-	361	0	0	0	0
YNCL0025C	NC_001144.5	465070	466869	-	1800	0	0	0	0
YNCL0026C	NC_001144.5	466870	467569	-	700	0	0	0	0
YNCL0027W	NC_001144.5	468813	468931	+	119	0	0	0	0
YLR154C-H	NC_001144.5	468827	468958	-	132	0	0	0	0
YLR155C	NC_001144.5	469317	470405	-	1089	0	0	0	0
YLR156W	NC_001144.5	472113	472457	+	345	0	0	0	0
YNCL0028W	NC_001144.5	472465	472583	+	119	0	0	0	0
YLR156C-A	NC_001144.5	472479	472610	-	132	0	0	0	0
YLR157C	NC_001144.5	472969	474057	-	1089	0	0	0	0
YLR157W-D	NC_001144.5	475764	475976	+	213	0	0	0	0
YLR157C-B	NC_001144.5	476333	481601	-	5269	14	10	5	9
YLR157C-A	NC_001144.5	480279	481601	-	1323	0	0	0	0
YLR157W-E	NC_001144.5	481873	482037	+	165	0	0	0	0
YNCL0029W	NC_001144.5	482045	482163	+	119	0	0	0	0
YLR157C-C	NC_001144.5	482059	482190	-	132	0	0	0	0
YLR158C	NC_001144.5	482549	483637	-	1089	0	0	0	0
YLR159W	NC_001144.5	485345	485689	+	345	0	0	0	0
YNCL0030W	NC_001144.5	485697	485815	+	119	0	0	0	0
YLR159C-A	NC_001144.5	485711	485842	-	132	0	0	0	0
YLR160C	NC_001144.5	486201	487289	-	1089	0	0	0	0
YLR161W	NC_001144.5	488997	489341	+	345	0	0	0	0
YNCL0031W	NC_001144.5	489349	489469	+	121	0	0	0	0
YLR162W	NC_001144.5	489573	489929	+	357	26	18	27	25
YLR162W-A	NC_001144.5	490406	490594	+	189	120	82	90	73
YLR163C	NC_001144.5	491866	493254	-	1389	3965	4049	4340	4594
YLR164W	NC_001144.5	493883	494389	+	507	4211	3059	7717	5018
YLR165C	NC_001144.5	494494	495258	-	765	1299	1374	1243	1474
YLR166C	NC_001144.5	495429	498044	-	2616	2674	2380	2383	2826
YLR167W	NC_001144.5	498947	499405	+	459	42436	44296	43590	108498
YLR168C	NC_001144.5	499578	500270	-	693	2200	2826	3641	8413
YLR170C	NC_001144.5	500579	501049	-	471	2350	2099	2369	4035
YLR172C	NC_001144.5	501260	502162	-	903	4194	4435	3885	3506
YLR173W	NC_001144.5	502421	504247	+	1827	3567	3176	2884	2348
YLR174W	NC_001144.5	504591	505829	+	1239	19204	18562	19031	22467
YLR175W	NC_001144.5	506134	507585	+	1452	5501	6849	5316	8009
YLR176C	NC_001144.5	507797	510232	-	2436	612	627	567	617
YLR177W	NC_001144.5	511054	512940	+	1887	2760	3281	2838	2269
YLR178C	NC_001144.5	513162	513821	-	660	13018	11543	12499	9507
YLR179C	NC_001144.5	514108	514713	-	606	979	1273	1095	2030
YLR180W	NC_001144.5	515262	516410	+	1149	827	1145	752	903
YLR181C	NC_001144.5	516678	517670	-	993	2521	2436	2393	2019
YLR182W	NC_001144.5	517940	520351	+	2412	2333	2346	2408	2476
YLR183C	NC_001144.5	520543	522012	-	1470	821	1078	1279	2598
YLR185W	NC_001144.5;NC_001144.5	522663;523029	522669;523288	+;+	267	7359	8020	8158	13069
YLR186W	NC_001144.5	523632	524390	+	759	1938	2113	1794	2712
YLR187W	NC_001144.5	524865	527945	+	3081	1241	1443	1152	870
YLR188W	NC_001144.5	528300	530387	+	2088	4199	4853	3996	3563
YLR189C	NC_001144.5	530797	534393	-	3597	4368	4721	4166	2959
YLR190W	NC_001144.5	535214	536689	+	1476	1721	1936	2008	2053
YLR191W	NC_001144.5	537272	538432	+	1161	2562	2269	2178	2208
YLR192C	NC_001144.5	538792	539589	-	798	5381	5871	6418	6229
YLR193C	NC_001144.5	540009	540536	-	528	4980	5205	4769	5602
YLR194C	NC_001144.5	540809	541573	-	765	9513	16355	6930	7397
YLR195C	NC_001144.5	541937	543304	-	1368	3148	3216	2532	3671
YLR196W	NC_001144.5	543968	545698	+	1731	2920	3220	2579	2986
YLR197W	NC_001144.5	546097	547611	+	1515	4759	6024	4933	8623
YLR199C	NC_001144.5;NC_001144.5	547853;548764	548677;548769	-;-	831	6040	6701	5573	4930
YLR200W	NC_001144.5	549012	549356	+	345	3030	2719	2945	4250
YLR201C	NC_001144.5	549511	550293	-	783	3377	3377	3250	3020
YLR203C	NC_001144.5	550650	551960	-	1311	4277	4682	4129	5164
YLR204W	NC_001144.5	552270	552605	+	336	3117	3242	2727	3489
YLR205C	NC_001144.5	552724	553677	-	954	2709	2615	3594	3433
YLR206W	NC_001144.5	554578	556419	+	1842	3454	3607	3959	3273
YLR207W	NC_001144.5	556788	559289	+	2502	2822	2979	2640	2093
YLR208W	NC_001144.5	559551	560444	+	894	6357	6969	6425	6768
YLR209C	NC_001144.5	560797	561732	-	936	1863	2165	1803	1874
YLR210W	NC_001144.5	562008	563390	+	1383	1139	1340	969	973
YLR211C	NC_001144.5;NC_001144.5	563792;564514	564454;564531	-;-	681	2905	2698	2450	2097
YLR212C	NC_001144.5	564860	566281	-	1422	1128	1174	1594	1604
YLR213C	NC_001144.5	566654	567922	-	1269	1059	893	898	855
YLR214W	NC_001144.5	568567	570627	+	2061	999	1344	1079	1511
YLR215C	NC_001144.5	570776	571858	-	1083	1480	1540	1316	1431
YLR216C	NC_001144.5	572096	573211	-	1116	17301	19866	16689	18783
YLR218C	NC_001144.5	573466	573918	-	453	1032	1034	945	1074
YLR219W	NC_001144.5	574151	576337	+	2187	7220	7393	7782	5009
YLR220W	NC_001144.5	576825	577793	+	969	7305	7213	7771	7789
YLR221C	NC_001144.5	578362	579024	-	663	1732	1839	1512	2108
YLR222C	NC_001144.5	579318	581771	-	2454	2439	2683	2054	3589
YLR223C	NC_001144.5	582233	585490	-	3258	2139	2471	1882	1998
YLR224W	NC_001144.5	586464	587573	+	1110	2683	2960	1618	1478
YLR225C	NC_001144.5	587695	588918	-	1224	3059	3580	2458	2708
YLR226W	NC_001144.5	589354	590541	+	1188	906	912	822	897
YLR227C	NC_001144.5	590562	592043	-	1482	1519	1646	1399	1565
YNCL0032C	NC_001144.5;NC_001144.5	592519;592582	592562;592619	-;-	82	342	440	87	140
YLR227W-B	NC_001144.5	593438	598706	+	5269	572	723	402	320
YLR227W-A	NC_001144.5	593438	594760	+	1323	0	0	0	0
YLR228C	NC_001144.5	600019	602463	-	2445	2574	2533	2665	2096
YLR229C	NC_001144.5	604212	604787	-	576	3833	3878	3589	4303
YNCL0033C	NC_001144.5;NC_001144.5	605300;605396	605335;605432	-;-	73	13	16	8	9
YLR231C	NC_001144.5	605758	607119	-	1362	3569	3372	3787	3975
YLR233C	NC_001144.5	607425	609524	-	2100	1229	1247	1124	1167
YLR234W	NC_001144.5	609783	611753	+	1971	914	1127	825	584
YLR236C	NC_001144.5	611794	612117	-	324	211	254	262	148
YLR237W	NC_001144.5	612367	614163	+	1797	4020	5226	2774	3387
YLR238W	NC_001144.5	614755	616191	+	1437	1596	1674	1348	1573
YLR239C	NC_001144.5	616332	617318	-	987	1443	1649	1277	1755
YLR240W	NC_001144.5	617533	620160	+	2628	2208	2510	2025	1871
YLR241W	NC_001144.5	620473	622821	+	2349	6489	6352	5427	3923
YLR242C	NC_001144.5	622918	623883	-	966	1220	946	833	1012
YLR243W	NC_001144.5	624203	625021	+	819	2100	2032	1674	1589
YLR244C	NC_001144.5	625168	626331	-	1164	4506	5291	4352	4627
YLR245C	NC_001144.5	626502	626930	-	429	546	545	403	463
YLR246W	NC_001144.5	627118	628197	+	1080	1456	1440	1477	1497
YNCL0034W	NC_001144.5;NC_001144.5	628383;628454	628420;628497	+;+	82	48	41	29	46
YLR247C	NC_001144.5	628684	633354	-	4671	4339	4711	4815	4163
YLR248W	NC_001144.5	634252	636084	+	1833	5775	6165	5977	5965
YLR249W	NC_001144.5	636780	639914	+	3135	24052	35452	24618	45735
YLR250W	NC_001144.5	640317	641021	+	705	5323	4964	5174	5345
YLR251W	NC_001144.5	641464	642057	+	594	3934	2928	4389	4199
YLR253W	NC_001144.5	642627	644336	+	1710	2953	3243	2903	3382
YLR254C	NC_001144.5	644404	644973	-	570	3156	2890	2613	2279
YLR255C	NC_001144.5	645600	645953	-	354	97	69	69	56
YLR256W	NC_001144.5	646415	650923	+	4509	7124	7545	5950	4509
YLR256W-A	NC_001144.5	651117	652439	+	1323	238	286	161	196
YNCL0035C	NC_001144.5	656934	657006	-	73	3	2	5	8
YLR257W	NC_001144.5	658826	659791	+	966	10735	13402	9149	7805
YLR258W	NC_001144.5	660716	662833	+	2118	5300	5580	5853	6264
YLR259C	NC_001144.5	663284	665002	-	1719	40560	48268	36848	34796
YLR260W	NC_001144.5	665844	667907	+	2064	2519	3120	2387	2213
YLR261C	NC_001144.5	668237	668563	-	327	84	83	61	101
YLR262C	NC_001144.5	668244	668891	-	648	1141	935	916	970
YLR262C-A	NC_001144.5	669468	669662	-	195	8386	7491	7990	15026
YLR263W	NC_001144.5	670340	672823	+	2484	944	907	820	747
YLR264W	NC_001144.5	673131	673334	+	204	3161	3466	3718	6234
YLR264C-A	NC_001144.5	673828	673944	-	117	2784	3086	3517	7504
YLR265C	NC_001144.5	674427	675455	-	1029	1479	1128	1500	1297
YLR266C	NC_001144.5	675619	677724	-	2106	2837	2785	2095	2763
YLR267W	NC_001144.5	678212	679924	+	1713	4921	4359	5551	3334
YLR268W	NC_001144.5	680200	680844	+	645	2382	2546	1870	2107
YLR270W	NC_001144.5	681186	682238	+	1053	6607	6122	6861	4894
YLR271W	NC_001144.5	682737	683561	+	825	1998	1649	1347	1360
YLR272C	NC_001144.5	683672	687202	-	3531	1699	1838	1470	1392
YNCL0036C	NC_001144.5	687859	687932	-	74	42	36	32	47
YLR273C	NC_001144.5	689083	691029	-	1947	2293	2319	2374	2138
YLR274W	NC_001144.5	691555	693882	+	2328	2362	2474	2678	3524
YLR275W	NC_001144.5;NC_001144.5	694378;694473	694382;694800	+;+	333	2717	2584	1877	1957
YLR276C	NC_001144.5	695046	696830	-	1785	2777	2828	2362	2817
YLR277C	NC_001144.5	697156	699495	-	2340	1434	1561	1439	1848
YLR278C	NC_001144.5	699999	704024	-	4026	3891	4458	3968	3678
YLR281C	NC_001144.5	704493	704960	-	468	1200	1051	1251	1522
YLR283W	NC_001144.5	705186	706130	+	945	898	972	940	1224
YLR284C	NC_001144.5	706198	707040	-	843	11251	9777	11995	10762
YLR285W	NC_001144.5	707360	708145	+	786	1281	1332	1175	1414
YLR285C-A	NC_001144.5	708168	708338	-	171	135	159	346	362
YLR286C	NC_001144.5	708448	710136	-	1689	20895	27563	55883	77733
YLR287C	NC_001144.5	710991	712058	-	1068	2533	2380	2132	2788
YLR287C-A	NC_001144.5;NC_001144.5	712537;713156	712725;713158	-;-	192	33871	30009	33928	55603
YLR288C	NC_001144.5	713480	714904	-	1425	2666	2592	2586	2281
YLR289W	NC_001144.5	715089	717026	+	1938	1497	1661	1188	1613
YLR290C	NC_001144.5	717145	717978	-	834	2253	2041	1840	1994
YLR291C	NC_001144.5	718317	719462	-	1146	2465	2674	2417	2895
YLR292C	NC_001144.5	719789	720370	-	582	3351	3423	2390	4043
YLR293C	NC_001144.5	720771	721430	-	660	5684	6947	6133	9329
YLR295C	NC_001144.5	721999	722373	-	375	6182	7372	7740	14326
YLR296W	NC_001144.5	722978	723304	+	327	10	23	21	38
YLR297W	NC_001144.5	724044	724433	+	390	3178	3105	3069	2353
YLR298C	NC_001144.5	724721	725416	-	696	2107	2079	1970	1707
YLR299W	NC_001144.5	726069	728051	+	1983	6112	6395	5026	4305
YLR300W	NC_001144.5	728955	730301	+	1347	8191	12353	6697	10244
YLR301W	NC_001144.5	730825	731559	+	735	2677	2810	2519	5489
YNCL0037W	NC_001144.5;NC_001144.5	732090;732147	732127;732190	+;+	82	5	1	0	3
YLR302C	NC_001144.5	732191	732553	-	363	29	19	36	37
YLR303W	NC_001144.5	732542	733876	+	1335	1812	2253	1985	2067
YNCL0038W	NC_001144.5	734802	734875	+	74	1	1	9	4
YLR304C	NC_001144.5	735212	737548	-	2337	22628	23174	45171	51179
YLR305C	NC_001144.5	738161	743863	-	5703	3279	3459	3381	2838
YLR306W	NC_001144.5;NC_001144.5	744151;744288	744153;744851	+;+	567	1911	2007	1249	1555
YLR307W	NC_001144.5	745620	746525	+	906	1099	1044	1118	1667
YLR307C-A	NC_001144.5	746848	747111	-	264	74657	37078	52175	39778
YLR308W	NC_001144.5	747937	748875	+	939	178	158	106	146
YLR309C	NC_001144.5	749034	751769	-	2736	3550	3465	3102	3747
YLR310C	NC_001144.5	752224	756993	-	4770	5099	5068	6169	4939
YLR312C	NC_001144.5	757637	758833	-	1197	17509	11857	17334	10569
YLR312W-A	NC_001144.5	759480	760241	+	762	2353	2640	2156	3947
YLR313C	NC_001144.5	760750	762342	-	1593	867	915	743	921
YLR314C	NC_001144.5	762575	764137	-	1563	1876	2055	1455	1902
YLR315W	NC_001144.5	764808	765269	+	462	242	268	169	180
YLR316C	NC_001144.5;NC_001144.5;NC_001144.5	765266;766130;766250	766073;766181;766358	-;-;-	969	2399	2536	1820	1862
YLR318W	NC_001144.5	766542	769196	+	2655	1038	1133	917	1054
YLR319C	NC_001144.5	769318	771684	-	2367	1967	2194	2089	2836
YLR320W	NC_001144.5	771940	776304	+	4365	1462	1523	1616	1455
YLR321C	NC_001144.5	776584	777864	-	1281	2328	2316	2047	2074
YLR323C	NC_001144.5	778173	778952	-	780	1451	1467	1232	1007
YLR324W	NC_001144.5	779215	780786	+	1572	4716	4476	4484	3677
YLR325C	NC_001144.5	781143	781379	-	237	16488	16641	18524	36364
YLR326W	NC_001144.5	782174	782896	+	723	1891	1723	2219	1770
YLR327C	NC_001144.5	783127	783387	-	261	162105	136003	123452	101083
YNCL0039W	NC_001144.5;NC_001144.5	784354;784410	784389;784453	+;+	80	82	50	23	26
YLR328W	NC_001144.5	784913	786118	+	1206	1503	1882	1319	1550
YLR329W	NC_001144.5;NC_001144.5	786442;786713	786615;787333	+;+	795	535	532	461	416
YLR330W	NC_001144.5	787664	789679	+	2016	8501	9311	8196	7049
YLR331C	NC_001144.5	790669	791046	-	378	11	5	7	1
YLR332W	NC_001144.5	790676	791806	+	1131	1347	1738	1440	2218
YNCL0040W	NC_001144.5	793918	793989	+	72	5	5	5	1
YNCL0041C	NC_001144.5	794486	794575	-	90	131	172	126	251
YNCL0042C	NC_001144.5	794697	794794	-	98	69	41	53	73
YNCL0043C	NC_001144.5	794937	795024	-	88	170	209	109	210
YLR333C	NC_001144.5	795573	795899	-	327	5640	5399	5698	8340
YNCL0044W	NC_001144.5	797178	797249	+	72	3	2	1	4
YLR335W	NC_001144.5	797430	799592	+	2163	4509	4818	4523	4121
YLR336C	NC_001144.5	799697	802396	-	2700	2436	2690	2103	2716
YLR337C	NC_001144.5	802653	805106	-	2454	3150	3138	3679	2439
YLR340W	NC_001144.5	805887	806825	+	939	14183	16929	19305	24103
YLR341W	NC_001144.5	807385	808818	+	1434	69	72	60	170
YLR342W	NC_001144.5	809997	815627	+	5631	9104	10483	8255	9103
YLR342W-A	NC_001144.5	815810	815983	+	174	57	56	59	77
YLR343W	NC_001144.5	816094	817761	+	1668	330	322	293	307
YNCL0045W	NC_001144.5	818609	818680	+	72	2	1	4	1
YLR344W	NC_001144.5;NC_001144.5	819312;819778	819330;820142	+;+	384	7886	8099	9394	13565
YLR345W	NC_001144.5	820511	822040	+	1530	9128	8745	11113	7758
YLR346C	NC_001144.5	822287	822592	-	306	34537	21513	13830	10040
YLR347C	NC_001144.5	823828	826413	-	2586	5339	6264	6128	5525
YLR348C	NC_001144.5	826977	827873	-	897	8190	7573	8072	10055
YLR350W	NC_001144.5	828730	829380	+	651	5505	5960	4674	4194
YLR351C	NC_001144.5	829489	830364	-	876	2252	2315	2294	2662
YLR352W	NC_001144.5	831116	833539	+	2424	2490	2566	2435	1912
YLR353W	NC_001144.5	834352	836163	+	1812	1072	1089	1084	1080
YLR354C	NC_001144.5	836350	837357	-	1008	14996	20711	12436	15996
YLR355C	NC_001144.5	838066	839253	-	1188	15525	16883	15460	17734
YLR356W	NC_001144.5	840321	840914	+	594	5894	5886	7558	5962
YLR357W	NC_001144.5	841331	844000	+	2670	1657	1882	1584	1314
YLR358C	NC_001144.5	843487	844050	-	564	224	191	162	140
YLR359W	NC_001144.5	844282	845730	+	1449	5350	5691	6688	8381
YLR360W	NC_001144.5	846103	847422	+	1320	2190	2232	1861	2106
YLR361C	NC_001144.5	847388	849124	-	1737	2162	2106	1847	1588
YLR361C-A	NC_001144.5	849383	849679	-	297	4048	3683	3066	3119
YLR362W	NC_001144.5	849866	852019	+	2154	4868	4758	4970	3888
YLR363C	NC_001144.5	852495	853151	-	657	743	741	742	698
YLR363W-A	NC_001144.5	853461	853718	+	258	955	906	720	847
YLR364W	NC_001144.5	854062	854391	+	330	425	485	386	668
YLR365W	NC_001144.5	855199	855531	+	333	35	22	31	30
YLR367W	NC_001144.5;NC_001144.5	856442;857058	856574;857317	+;+	393	6442	6710	7241	17998
YNCL0046W	NC_001144.5	856710	856920	+	211	779	807	516	727
YLR368W	NC_001144.5	857540	859336	+	1797	1887	1951	1777	2007
YLR369W	NC_001144.5	859552	861525	+	1974	3588	3690	3104	3130
YLR370C	NC_001144.5	861718	862254	-	537	4170	4212	3912	4501
YLR371W	NC_001144.5	862714	866784	+	4071	3635	3834	3461	2985
YLR372W	NC_001144.5	867354	868391	+	1038	2639	3575	3398	6773
YLR373C	NC_001144.5	868662	871367	-	2706	2057	2381	2052	1609
YLR375W	NC_001144.5	871697	872728	+	1032	4512	5739	3975	3972
YLR376C	NC_001144.5	872826	873554	-	729	1054	1051	797	891
YLR377C	NC_001144.5	873746	874792	-	1047	11787	8935	25889	24809
YNCL0047W	NC_001144.5;NC_001144.5	875376;875436	875412;875471	+;+	73	18	24	13	15
YLR378C	NC_001144.5	875736	877178	-	1443	9802	11192	9489	8305
YLR379W-A	NC_001144.5	877444	877716	+	273	11	16	3	10
YLR380W	NC_001144.5	878282	879508	+	1227	3020	3536	2578	2381
YLR381W	NC_001144.5	879723	881924	+	2202	2442	2516	1668	1735
YLR382C	NC_001144.5	882067	884751	-	2685	2181	2713	2014	2038
YLR383W	NC_001144.5	885288	888632	+	3345	1711	2009	1685	2234
YLR384C	NC_001144.5	888851	892900	-	4050	5063	5471	4503	4623
YLR385C	NC_001144.5	892992	893390	-	399	41	60	38	32
YLR386W	NC_001144.5	893628	896270	+	2643	1973	1991	1896	2024
YLR387C	NC_001144.5	896374	897672	-	1299	6254	6539	6161	5982
YLR388W	NC_001144.5	898651	898821	+	171	4775	5467	6201	14802
YNCL0048W	NC_001144.5	899180	899382	+	203	325	396	278	310
YLR389C	NC_001144.5	899577	902660	-	3084	2591	2809	2607	2659
YLR390W	NC_001144.5	903066	903404	+	339	870	989	927	1354
YLR390W-A	NC_001144.5	903724	904440	+	717	11177	13632	10711	11560
YLR392C	NC_001144.5	904749	906305	-	1557	3040	3266	3104	2985
YLR393W	NC_001144.5	907079	907918	+	840	494	539	459	399
YLR394W	NC_001144.5	907950	909398	+	1449	990	1249	1141	1105
YLR395C	NC_001144.5	909729	909965	-	237	7762	8870	11224	16535
YLR396C	NC_001144.5	910235	912310	-	2076	1347	1497	1358	1457
YLR397C	NC_001144.5	912550	914892	-	2343	1530	1903	1538	1453
YLR398C	NC_001144.5	915156	919019	-	3864	2689	3044	2591	2510
YLR399C	NC_001144.5	919536	921596	-	2061	4675	5355	5091	4669
YLR401C	NC_001144.5	922442	924448	-	2007	1587	1858	1610	2068
YLR403W	NC_001144.5	925568	927619	+	2052	2884	3018	3313	2390
YLR404W	NC_001144.5	928743	929600	+	858	952	880	899	1020
YLR405W	NC_001144.5	929789	930892	+	1104	1147	1276	1321	1595
YLR406C	NC_001144.5;NC_001144.5	931065;931699	931349;931755	-;-	342	5400	6091	6799	9378
YLR406C-A	NC_001144.5	932206	932355	-	150	30	34	16	40
YLR407W	NC_001144.5	932967	933653	+	687	3324	2950	2518	3255
YLR408C	NC_001144.5	933885	934253	-	369	1436	1015	1038	1072
YLR409C	NC_001144.5	934414	937233	-	2820	2684	3034	2484	3215
YLR410W	NC_001144.5	937541	940981	+	3441	3768	3941	3723	2918
YLR410W-B	NC_001144.5	941483	946796	+	5314	15	17	6	2
YLR410W-A	NC_001144.5	941483	942799	+	1317	0	0	0	0
YLR411W	NC_001144.5	947253	947978	+	726	2082	2780	2424	2225
YLR412W	NC_001144.5	948368	949192	+	825	1208	1344	1251	1297
YLR412C-A	NC_001144.5	950267	950473	-	207	15	8	14	14
YLR413W	NC_001144.5	951156	953183	+	2028	1708	2527	715	644
YLR414C	NC_001144.5	953353	954144	-	792	3959	6813	3329	4512
YLR415C	NC_001144.5	954259	954597	-	339	58	48	38	32
YLR417W	NC_001144.5	955010	956710	+	1701	1737	1762	1489	1320
YLR418C	NC_001144.5	956914	958095	-	1182	2464	2368	2314	2179
YLR419W	NC_001144.5	958428	962735	+	4308	2375	2505	2596	2383
YNCL0049C	NC_001144.5	962972	963055	-	84	18	9	9	8
YLR420W	NC_001144.5	963785	964879	+	1095	2195	2420	2391	2674
YLR421C	NC_001144.5	965090	965560	-	471	7529	7302	7360	9472
YLR422W	NC_001144.5	965897	971695	+	5799	2855	3167	2988	2464
YLR423C	NC_001144.5	971917	973170	-	1254	1633	1646	1228	1599
YLR424W	NC_001144.5	973395	975521	+	2127	1567	1612	1419	1528
YNCL0050C	NC_001144.5	975983	976056	-	74	0	1	2	0
YLR425W	NC_001144.5	982894	986817	+	3924	2008	2074	2160	1740
YLR426W	NC_001144.5;NC_001144.5	987062;987213	987141;988113	+;+	981	1976	2274	1457	1494
YLR427W	NC_001144.5	988428	990440	+	2013	4502	4870	4426	3803
YLR429W	NC_001144.5	990777	992732	+	1956	3738	4987	3289	3298
YLR430W	NC_001144.5	993434	1000129	+	6696	3440	4454	3442	2851
YLR431C	NC_001144.5	1000342	1001703	-	1362	3320	3543	2979	2279
YLR432W	NC_001144.5	1002557	1004128	+	1572	6290	6669	4225	4160
YLR433C	NC_001144.5	1004347	1006008	-	1662	2150	2226	2329	1885
YLR435W	NC_001144.5	1006378	1006995	+	618	2464	2306	1737	3357
YLR436C	NC_001144.5	1007421	1011245	-	3825	2363	2403	2412	2060
YLR437C	NC_001144.5	1011622	1012023	-	402	915	1046	492	493
YLR438W	NC_001144.5	1012501	1013775	+	1275	7970	8535	7569	5569
YLR438C-A	NC_001144.5	1013909	1014178	-	270	2950	2716	2931	5101
YLR439W	NC_001144.5	1014491	1015450	+	960	1950	2517	2386	2546
